title,activity_contents,categories,url,thumbnail
Make 10 in Ten Frames: Match the Equation #3,"Get more practice representing 10 using ten frames in this kindergarten addition worksheet! The last in a series of three, this one-page worksheet features four equations with blank ten frames. Learners are asked to complete each of the ten frames to match the given equations. As a visual aid, students will use a different color to represent each of the two addends from the equation in the ten frame. With all of the equations adding up to 10, this strategy is a great way to help learners visualize the number 10 in several different ways!
Don't miss the other two worksheets in this series for more practice: Make 10 in Ten Frames: Match the Equation #1 and Make 10 in Ten Frames: Match the Equation #2!
","{'brand': ['Kindergarten'], 'subject': ['Math', 'Addition', 'Addition Facts', 'Addition Strategies', 'Addition Within 10', 'Addition and Ten Frames', 'Composing and Decomposing Numbers']}",/worksheet/article/make-10-in-ten-frames-match-the-equation-3/,https://cdn.education.com/worksheet-image/3944511/10-ten-frames-match-equation-2024-02-13.gif
Make 10 in Ten Frames: Match the Equation #2,"Practice representing 10 using ten frames in this kindergarten addition worksheet! This one-page worksheet features four equations with blank ten frames. Using their understanding of the ten frames addition strategy, learners are asked to complete each of the ten frames to match the given equations. As a visual aid, students are instructed to use a different color to represent each of the two addends in the ten frame. With all of the equations adding up to 10, this strategy is a great way to help learners visualize the number 10 in several different ways!
To see a completed example, check out the Make 10 in Ten Frames: Match the Equation #1 worksheet. Or keep going with Make 10 in Ten Frames: Match the Equation #3!
","{'brand': ['Kindergarten'], 'subject': ['Math', 'Addition', 'Addition Facts', 'Addition Strategies', 'Addition Within 10', 'Addition and Ten Frames', 'Composing and Decomposing Numbers']}",/worksheet/article/make-10-in-ten-frames-match-the-equation-2/,https://cdn.education.com/worksheet-image/3944490/10-ten-frames-match-equation-2024-02-13.gif
Make 10 in Ten Frames: Match the Equation #1,"Kindergarteners practice representing equations using ten frames in this addition worksheet! This one-page worksheet begins with an example that shows an equation and a corresponding ten frame that has been completed to match the equation. Using the example provided and their understanding of the ten frames addition strategy, learners will complete the other three ten frames to match the given equations. As a visual aid, students are instructed to use a different color to represent each of the two addends in the ten frame. With all of the equations adding up to 10, this strategy is a great way to help learners visualize the number 10 in several different ways!
Check out the rest of the worksheets in this series for more practice: Make 10 in Ten Frames: Match the Equation #2 and Make 10 in Ten Frames: Match the Equation #3!
","{'brand': ['Kindergarten'], 'subject': ['Math', 'Addition', 'Addition Facts', 'Addition Strategies', 'Addition Within 10', 'Addition and Ten Frames', 'Composing and Decomposing Numbers']}",/worksheet/article/make-10-in-ten-frames-match-the-equation-1/,https://cdn.education.com/worksheet-image/3944135/10-ten-frames-match-equation-2024-02-13.gif
Presidents' Day Spelling Word Search #2,"Enjoy spelling practice alongside your Presidents' Day celebrations with this fun word search activity! This unique grammar worksheet features a word bank with 24 words, only some of which are spelled correctly. Using their knowledge of spelling and a dictionary as needed, students will need to identify which words are spelled incorrectly and highlight them in the word bank. Then they will seek out the correct spelling of those words in the corresponding word search puzzle.
Featuring words like amendment, occasion, and citizenship, this worksheet is a great way for middle school learners to expand their vocabulary and gain familiarity with irregularly spelled words related to Presidents' Day and the U.S. government.
For more related spelling practice, check out the Presidents' Day Spelling Word Search #1!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Offline games', 'Spelling', 'Seasonal', 'Social studies', 'Winter', 'Word Search', 'Civics & Government', 'Irregularly Spelled Words']}",/worksheet/article/presidents-day-spelling-word-search-2/,https://cdn.education.com/worksheet-image/3941146/presidents-day-spelling-word-search-2024-02-08.gif
Presidents' Day Spelling Word Search #1,"Incorporate spelling practice into your Presidents' Day celebrations with this festive word search activity! This worksheet features a word bank with 24 words, but only some of them are spelled correctly. Students will need to first identify which words are spelled incorrectly and highlight them in the word bank. Then they will need to seek out the correct spelling of those words in the corresponding word search puzzle.
Featuring words like legislature, bureau, and campaign, this worksheet is a great way for sixth-, seventh-, and eighth-grade learners to expand their vocabulary and gain familiarity with irregularly spelled words related to Presidents' Day and the U.S. government. 
Keep going with Presidents' Day Spelling Word Search #2!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Offline games', 'Spelling', 'Seasonal', 'Social studies', 'Winter', 'Word Search', 'Civics & Government', 'Irregularly Spelled Words']}",/worksheet/article/presidents-day-spelling-word-search-1/,https://cdn.education.com/worksheet-image/3941131/presidents-day-spelling-word-search-2024-02-08.gif
Count Forward by Hundreds Maze #3,"Help the sun and rainclouds find their way to the rainbow with this fun hundreds skip-counting maze! In this weather-themed math maze, learners are invited to count by hundreds in order to find their way through the numbers maze. Students will start the maze at a two-digit number. Then, they will follow the path of numbers, skip-counting by 100s, to find the correct path to the rainbow at the end of the maze. 
Perfect for second-grade math learners, this worksheet offers an engaging, hands-on way to help students build number sense and number patterns awareness through skip-counting. Keep learning with the other two worksheets in this series: Count Forward by Hundreds Maze #1 and Count Forward by Hundreds Maze #2!
","{'brand': ['Second Grade'], 'subject': ['Math', 'Number Sense', 'Offline games', 'Seasonal', 'Mazes', 'Summer', 'Number Patterns', 'Skip Counting ']}",/worksheet/article/count-forward-by-hundreds-maze-3/,https://cdn.education.com/worksheet-image/3939333/count-hundreds-maze-3-2024-02-06.gif
Count Forward by Hundreds Maze #2,"Help lead the snow to the snowman with this fun hundreds skip-counting maze! In this wintry math maze, learners are invited to count by hundreds in order to find their way through the numbers maze. Students will start the maze at a two-digit number. Then, they will follow the path of numbers, skip-counting by 100s, to find the correct path to the snowman at the end of the maze. 
Perfect for second-grade math learners, this worksheet offers an engaging, hands-on way to help students build number sense and number patterns awareness through skip-counting. Keep learning with the other two worksheets in this series: Count Forward by Hundreds Maze #1 and Count Forward by Hundreds Maze #3!
","{'brand': ['Second Grade'], 'subject': ['Math', 'Number Sense', 'Offline games', 'Seasonal', 'Mazes', 'Winter', 'Number Patterns', 'Skip Counting ']}",/worksheet/article/count-forward-by-hundreds-maze-2/,https://cdn.education.com/worksheet-image/3939315/count-hundreds-maze-2-2024-02-06.gif
Count Forward by Hundreds Maze #1,"Make your way from day to night by counting by hundreds with this skip-counting maze! This fun math maze invites learners to count by hundreds in order to find their way through the numbers maze. Students will start the maze alongside the sun at a two-digit number. Then, they will follow the path of numbers, skip-counting by 100s, to find the correct path to the moon at the end of the maze. 
Perfect for second-grade math learners, this worksheet offers an engaging, hands-on way to help students build number sense and number patterns awareness through skip-counting. Keep learning with the other two worksheets in this series: Count Forward by Hundreds Maze #2 and Count Forward by Hundreds Maze #3!
","{'brand': ['Second Grade'], 'subject': ['Math', 'Number Sense', 'Offline games', 'Mazes', 'Number Patterns', 'Skip Counting ']}",/worksheet/article/count-forward-by-hundreds-maze-1/,https://cdn.education.com/worksheet-image/3939271/count-hundreds-maze-1-2024-02-06.gif
Lunar New Year Spelling Word Search #2,"Use this Lunar New Year worksheet for a fun and festive way to help learners improve spelling skills! Students will first review a variety of words related to Lunar New Year and determine which of the words are spelled correctly and which are misspelled. They will need to highlight only the misspelled words and then find the correct spelling of each in a word search puzzle!
Featuring words like generation, performance, and wealth, this grammar worksheet is an engaging way to encourage middle school learners to build their vocabulary while improving their reading, writing, and editing skills!
For more related spelling practice, don't miss the Lunar New Year Spelling Word Search #1!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Offline games', 'Spelling', 'Holidays', 'Word Search', 'Lunar New Year', 'Irregularly Spelled Words']}",/worksheet/article/lunar-new-year-spelling-word-search-2/,https://cdn.education.com/worksheet-image/3936480/lunar-year-spelling-word-search-2024-02-02.gif
Lunar New Year Spelling Word Search #1,"This Lunar New Year spelling worksheet is a creative way to encourage learners to build their vocabulary, hone their spelling skills, and expose students to a variety of words related to Lunar New Year. Students will first review the 24 words in the word bank and determine which of the words on the list are misspelled. They will highlight the misspelled words and then find the correct spelling of each in a word search puzzle!
With words like tradition, prosperity, and envelope, this worksheet is an engaging way to encourage middle school learners to learn about words related to this holiday while improving their reading, writing, and editing skills!
For more related spelling practice, check out the Lunar New Year Spelling Word Search #2 next!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Offline games', 'Spelling', 'Holidays', 'Word Search', 'Lunar New Year', 'Irregularly Spelled Words']}",/worksheet/article/lunar-new-year-spelling-word-search-1/,https://cdn.education.com/worksheet-image/3936362/lunar-year-spelling-word-search-2024-02-02.gif
Color the Hearts: Number 10,"Can you color in all the hearts with the number 10? Young learners will love identifying numbers with this heart-themed math coloring worksheet! Early learners are presented with 10 hearts labeled with numbers 1 through 10, and they are asked to color all of the hearts with the number 10. Ideal for your youngest learners in preschool and pre-kindergarten, this sweet and simple worksheet is an inviting way to help students build their number sense and grow their confidence recognizing numbers 1–10. 
This engaging worksheet is the tenth and final in a series of 10 heart-themed number identification worksheets. Go back to the start with Color the Hearts: Number 1, or check out the full set of Color the Hearts worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Holidays', 'Numbers 0-10', ""Valentine's Day"", 'Identifying Numbers 0-10']}",/worksheet/article/color-the-hearts-number-10/,https://cdn.education.com/worksheet-image/3935872/color-hearts-number-10-2024-02-01.gif
Color the Hearts: Number 9,"Can you color in all the hearts with the number 9? Young learners will love identifying numbers with this heart-themed math coloring worksheet! Early learners are presented with 10 hearts labeled with numbers 1 through 9, and they are asked to color all of the hearts with the number 9. Ideal for your youngest learners in preschool and pre-kindergarten, this sweet and simple worksheet is an inviting way to help students build their number sense and grow their confidence recognizing numbers 1–10. 
This engaging worksheet is the ninth in a series of 10 heart-themed number identification worksheets. Keep learning with Color the Hearts: Number 10 next, or check out the full set of Color the Hearts worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Holidays', 'Numbers 0-10', ""Valentine's Day"", 'Identifying Numbers 0-10']}",/worksheet/article/color-the-hearts-number-9/,https://cdn.education.com/worksheet-image/3935862/color-hearts-number-9-2024-02-01.gif
Using Multiplication to Divide #3,"Students practice solving division problems using multiplication with this third-grade math worksheet! The third in a series of three, this one-page practice worksheet features 8 new problems in which students are asked to find the quotient of a division problem by rearranging the numbers to be a multiplication problem. Each problem asks for a quotient and provides an incomplete related multiplication fact. Students will need to complete the multiplication fact to find the quotient, filling in the blanks to show the relationship.
Don't miss Using Multiplication to Divide #1 and Using Multiplication to Divide #2 for more targeted practice!
","{'brand': ['Third Grade'], 'subject': ['Math', 'Division', 'Multiplication', 'Mixed Operations', 'Division Facts', 'Division Strategies', 'Fact Families', 'Multiplication Facts', 'Multiplication Strategies', 'Mixed Multiplication and Division']}",/worksheet/article/using-multiplication-to-divide-3/,https://cdn.education.com/worksheet-image/3935844/multiplication-divide-3-2024-02-01.gif
Using Multiplication to Divide #2,"Students complete division problems by using what they know about multiplication in this third-grade worksheet! The second in a series of three, this one-page practice worksheet features 8 new problems in which students are asked to find the quotient of a division problem by rearranging the numbers to be a multiplication problem. Each problem asks for a quotient and provides an incomplete related multiplication fact. Students will need to complete the multiplication fact to find the quotient, filling in the blanks to show the relationship.
This practice worksheet offers students essential practice using the relationship between multiplication and division strategies to improve their fluency with simple math facts. Get more targeted practice with Using Multiplication to Divide #1 and Using Multiplication to Divide #3!
","{'brand': ['Third Grade'], 'subject': ['Math', 'Division', 'Multiplication', 'Mixed Operations', 'Division Facts', 'Division Strategies', 'Fact Families', 'Multiplication Facts', 'Multiplication Strategies', 'Mixed Multiplication and Division']}",/worksheet/article/using-multiplication-to-divide-2/,https://cdn.education.com/worksheet-image/3935830/multiplication-divide-2-2024-02-01.gif
Count Forward by Tens Maze: Three-Digit Numbers #3,"Help the macaroni make its way to the cheese in this cute and silly second-grade math maze worksheet! In this quirky hands-on worksheet, learners will practice counting forward by tens in order to find the right path through a maze of three-digit numbers. Students will begin the maze with a three-digit number that is not a multiple of 10, and they will need to count forward by tens, selecting the correct pathway, until they reach the number at the finish line!
The third in a set of three worksheets, this math game is a great way to help learners build their fluency with three-digit numbers and number patterns. Don't miss Count Forward by Tens Maze: Three-Digit Numbers #1 and Count Forward by Tens Maze: Three-Digit Numbers #2 for more practice!
","{'brand': ['Second Grade'], 'subject': ['Math', 'Number Sense', 'Offline games', 'Mazes', 'Number Patterns', 'Skip Counting ', 'Skip Counting by 10s']}",/worksheet/article/count-forward-by-tens-maze-three-digit-numbers-3/,https://cdn.education.com/worksheet-image/3935813/count-tens-maze-three-digit-2024-02-01.gif
Leap Year Spelling Word Search,"Get a leap on spelling skills this February with this leap year-inspired word search puzzle! English is known for its complex spelling rules with many exceptions. This unique leap year-themed worksheet features a word bank with 24 commonly misspelled words, such as schedule, adjustment, and recurring. Learners are asked to determine which of the words from the word bank are misspelled and then find the correct spellings in a corresponding word search. 
This grammar-based word search puzzle offers a fun way to hone spelling skills while recognizing this special occasion. For more seasonal spelling fun, check out the Winter Spelling Word Search #1 worksheet!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Offline games', 'Spelling', 'Seasonal', 'Winter', 'Word Search', 'Irregularly Spelled Words']}",/worksheet/article/leap-year-spelling-word-search/,https://cdn.education.com/worksheet-image/3934977/leap-year-spelling-word-search-2024-01-31.gif
Winter Spelling Practice: Word Search Puzzle,"Help your learner hone their spelling skills this winter with this word search puzzle! This fun grammar worksheet features 18 commonly misspelled words that are often seen in the winter season, such as forecast, cinnamon, and cocoa. However, some of the words are misspelled in the word bank, whereas others are spelled correctly. Students will need to first identify which of the words are misspelled, highlighting them in different colors. Then, learners will seek out the correct spelling of the words in the corresponding word search.
Designed for learners in fourth and fifth grade, this puzzle worksheet is a fun, seasonal way to help students grow their vocabulary and improve their spelling of irregularly spelled words.
","{'brand': ['Fourth Grade', 'Fifth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Offline games', 'Spelling', 'Seasonal', 'Winter', 'Word Search', 'Irregularly Spelled Words']}",/worksheet/article/winter-spelling-practice-word-search-puzzle/,https://cdn.education.com/worksheet-image/3934929/winter-spelling-practice-word-search-2024-01-31.gif
Color the Hearts: Number 8,"Can you color in all the hearts with the number 8? Young learners will love identifying numbers with this heart-themed math coloring worksheet! Early learners are presented with 10 hearts labeled with numbers 1 through 8, and they are asked to color all of the hearts with the number 8. Ideal for your youngest learners in preschool and pre-kindergarten, this sweet and simple worksheet is an inviting way to help students build their number sense and grow their confidence recognizing numbers 1–10. 
This engaging worksheet is the eighth in a series of 10 heart-themed number identification worksheets. Keep learning with Color the Hearts: Number 9 next, or check out the full set of Color the Hearts worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Holidays', 'Numbers 0-10', ""Valentine's Day"", 'Identifying Numbers 0-10']}",/worksheet/article/color-the-hearts-number-8/,https://cdn.education.com/worksheet-image/3934316/color-hearts-number-8-2024-01-30.gif
Color the Hearts: Number 7,"Can you color in all the hearts with the number 7? Young learners will love identifying numbers with this heart-themed math coloring worksheet! Early learners are presented with 10 hearts labeled with numbers 1 through 7, and they are asked to color all of the hearts with the number 7. Ideal for your youngest learners in preschool and pre-kindergarten, this sweet and simple worksheet is an inviting way to help students build their number sense and grow their confidence recognizing numbers 1–10. 
This engaging worksheet is the seventh in a series of 10 heart-themed number identification worksheets. Keep learning with Color the Hearts: Number 8 next, or check out the full set of Color the Hearts worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Holidays', 'Numbers 0-10', ""Valentine's Day"", 'Identifying Numbers 0-10']}",/worksheet/article/color-the-hearts-number-7/,https://cdn.education.com/worksheet-image/3934311/color-hearts-number-7-2024-01-30.gif
Color the Hearts: Number 6,"Can you color in all the hearts with the number 6? Young learners will love identifying numbers with this heart-themed math coloring worksheet! Early learners are presented with 10 hearts labeled with numbers 1 through 6, and they are asked to color all of the hearts with the number 6. Ideal for your youngest learners in preschool and pre-kindergarten, this sweet and simple worksheet is an inviting way to help students build their number sense and grow their confidence recognizing numbers 1–10. 
This engaging worksheet is the sixth in a series of 10 heart-themed number identification worksheets. Keep learning with Color the Hearts: Number 7 next, or check out the full set of Color the Hearts worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Holidays', 'Numbers 0-10', ""Valentine's Day"", 'Identifying Numbers 0-10']}",/worksheet/article/color-the-hearts-number-6/,https://cdn.education.com/worksheet-image/3934306/color-hearts-number-6-2024-01-30.gif
Winter Writing: Formal and Informal Styles,"Use this fun, winter-themed writing worksheet to help students understand the difference between formal and informal writing. This writing worksheet begins with a review of formal and informal writing, explaining that informal writing is a more relaxed style of writing, allowing for a conversational tone and occasional use of common expressions. Students will practice revising their writing to have a more formal tone, emphasizing accuracy, clarity, and grammar rules. Learners will use the five winter-themed prompts to write both informal and formal sentences that convey the same meaning.
Geared toward sixth-, seventh-, and eighth-grade learners, this worksheet is a fun seasonal way to help students develop their formal writing voice and tone in order to bring authority and precision to their work. Click ""View answer key"" for sample student answers. And for more resources on formal and informal writing, check out the Writing With a Formal Tone and Crafting Voice in Informational Writing worksheets!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Seasonal', 'Winter', 'Writing Organization and Structure', 'Voice in Writing']}",/worksheet/article/winter-writing-formal-and-informal-styles/,https://cdn.education.com/worksheet-image/3934112/winter-writing-formal-informal-styles-2024-01-30.gif
Color the Hearts: Number 5,"Can you color in all the hearts with the number 5? Young learners will love identifying numbers with this heart-themed math coloring worksheet! Early learners are presented with 10 hearts labeled with numbers 1 through 5, and they are asked to color all of the hearts with the number 5. Ideal for your youngest learners in preschool and pre-kindergarten, this sweet and simple worksheet is an inviting way to help students build their number sense and grow their confidence recognizing numbers 1–10. 
This engaging worksheet is the fifth in a series of 10 heart-themed number identification worksheets. Keep learning with Color the Hearts: Number 6 next, or check out the full set of Color the Hearts worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Holidays', 'Numbers 0-10', ""Valentine's Day"", 'Identifying Numbers 0-10']}",/worksheet/article/color-the-hearts-number-5/,https://cdn.education.com/worksheet-image/3933789/color-hearts-number-5-2024-01-30.gif
Color the Hearts: Number 4,"Can you color in all the hearts with the number 4? Young learners will love identifying numbers with this heart-themed math coloring worksheet! Early learners are presented with 10 hearts labeled with numbers 1 through 5, and they are asked to color all of the hearts with the number 4. Ideal for your youngest learners in preschool and pre-kindergarten, this sweet and simple worksheet is an inviting way to help students build their number sense and grow their confidence recognizing numbers 1–10. 
This engaging worksheet is the fourth in a series of 10 heart-themed number identification worksheets. Keep learning with Color the Hearts: Number 5 next, or check out the full set of Color the Hearts worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Holidays', 'Numbers 0-10', ""Valentine's Day"", 'Identifying Numbers 0-10']}",/worksheet/article/color-the-hearts-number-4/,https://cdn.education.com/worksheet-image/3933780/color-hearts-number-4-2024-01-30.gif
Color the Hearts: Number 3,"Can you color in all the hearts with the number 3? Young learners will love identifying numbers with this heart-themed math coloring worksheet! Early learners are presented with 10 hearts labeled with numbers 1 through 5, and they are asked to color all of the hearts with the number 3. Ideal for your youngest learners in preschool and pre-kindergarten, this sweet and simple worksheet is an inviting way to help students build their number sense and grow their confidence recognizing numbers 1–10. 
This engaging worksheet is the third in a series of 10 heart-themed number identification worksheets. Keep learning with Color the Hearts: Number 4 next, or check out the full set of Color the Hearts worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Holidays', 'Numbers 0-10', ""Valentine's Day"", 'Identifying Numbers 0-10']}",/worksheet/article/color-the-hearts-number-3/,https://cdn.education.com/worksheet-image/3933771/color-hearts-number-3-2024-01-30.gif
Color the Hearts: Number 2,"Can you color in all the hearts with the number 2? Young learners will love identifying numbers with this heart-themed math coloring worksheet! Early learners are presented with 10 hearts labeled with numbers 1 through 5, and they are asked to color all of the hearts with the number 2. Ideal for your youngest learners in preschool and pre-kindergarten, this sweet and simple worksheet is an inviting way to help students build their number sense and grow their confidence recognizing numbers 1–10. 
This engaging worksheet is the second in a series of 10 heart-themed number identification worksheets. Keep learning with Color the Hearts: Number 3 next, or check out the full set of Color the Hearts worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Holidays', 'Numbers 0-10', ""Valentine's Day"", 'Identifying Numbers 0-10']}",/worksheet/article/color-the-hearts-number-2/,https://cdn.education.com/worksheet-image/3933765/color-hearts-number-2-2024-01-30.gif
Color the Hearts: Number 1,"Can you color in all the hearts with the number 1? Young learners will love identifying numbers with this heart-themed math coloring worksheet! Early learners are presented with 10 hearts labeled with numbers 1 through 5, and they are asked to color all of the hearts with the number 1. Ideal for your youngest learners in preschool and pre-kindergarten, this sweet and simple worksheet is an inviting way to help students build their number sense and grow their confidence recognizing numbers 1–10. As they practice their number identification, learners will also get to enjoy picking out the perfect colors to use to fill in the correct hearts.
Perfect for Valentine's Day or any of time of year, this engaging worksheet is the first in a series of 10 heart-themed number identification worksheets. Keep learning with Color the Hearts: Number 2 next, or check out the full set of Color the Hearts worksheets to download all 10!
Looking for more targeted practice but with a different twist? Your child may like the Color the Cars number identification series!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Holidays', 'Numbers 0-10', ""Valentine's Day"", 'Identifying Numbers 0-10']}",/worksheet/article/color-the-hearts-number-1/,https://cdn.education.com/worksheet-image/3933753/color-hearts-number-1-2024-01-30.gif
Research Graphic Organizer: Women’s Suffrage Movement,"Guide students’ research about women’s suffrage around the world with this two-page research graphic organizer! Designed for middle schoolers, this worksheet invites students to learn about history while practicing essential research skills. Learners will begin by looking up definitions of important terms, including suffrage, enfranchisement, suffragist, and suffragette. Then, to continue building background knowledge, learners will research and record information about important groups, events, and leaders of the women’s suffrage movement. On the second page, students will answer research questions to learn more about the history of women’s suffrage.
With space to brainstorm their own research questions and cite their sources, this research graphic organizer is a valuable resource for a middle school social studies class. Take students' learning to the next level by introducing them to a Chinese American suffragist with the Informational Reading Comprehension: Biography of Mabel Ping-Hua Lee worksheet!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Seasonal', 'Social studies', 'Nonfiction Writing', 'Research Strategies', 'History', ""Women's History Month"", 'Research Writing']}",/worksheet/article/research-graphic-organizer-womens-suffrage-movement/,https://cdn.education.com/worksheet-image/3933243/research-graphic-organizer-women-suffrage-2024-01-29.gif
Novel Study: Wonder: Pre-Reading Activity,"Prepare students for reading R.J. Palacio’s Wonder by having them complete this pre-reading activity! Designed for fourth-, fifth-, and sixth-grade readers, the prompts in this novel study worksheet are designed to get students thinking about their own personal views to prepare them for reading about the complex topics in Wonder. Students will read and reflect on 12 opinion statements related to themes of the novel, marking whether they agree or disagree with each statement. Then learners will choose one statement and explain why they responded the way they did.
This resource is a great tool for sparking respectful discussions in the classroom! For additional novel study resources, be sure to check out the full set of worksheets related to the Wonder.
","{'brand': ['Fourth Grade', 'Fifth Grade', 'Sixth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Reading', 'Nonfiction Writing', 'Reading Genres and Types', 'Opinion Writing', 'Novel Study']}",/worksheet/article/novel-study-wonder-pre-reading-activity/,https://cdn.education.com/worksheet-image/3932978/study-pre-reading-activity-2024-03-04.gif
Novel Study: Wonder: Acts of Kindness,"After completing R.J. Palacio’s novel Wonder, help students connect to the novel with this acts of kindness activity. This inspiring extension activity invites students to explore the theme of kindness in Wonder and practice it in their own lives. Students will first list kind actions they can perform without adult assistance. Then, they will choose one act of kindness to do over the course of a few days. Finally, students will reflect on how it felt to be kind and connect their experience to the novel.
By reflecting on their experiences, readers will make important connections with their reading while contributing to the broader conversation about empathy and compassion inspired by the novel. 
For additional novel study resources, be sure to check out the full set of worksheets related to Wonder.
","{'brand': ['Fourth Grade', 'Fifth Grade', 'Sixth Grade'], 'subject': ['Reading & Writing', 'Reading', 'Writing', 'Nonfiction Writing', 'Reading Genres and Types', 'Reading Comprehension Strategies', 'Novel Study', 'Reflective Writing', 'Themes', 'Response to Literature', 'Making Connections in Reading', 'Making Connections in Fiction']}",/worksheet/article/novel-study-wonder-acts-of-kindness/,https://cdn.education.com/worksheet-image/3932877/study-acts-kindness-2024-01-29.gif
Novel Study: Wonder: Create Your Own Character Awards,"After finishing R.J. Palacio’s novel Wonder, help learners analyze two characters from the book with this creative extension activity! Readers will use Mr. Tushman’s character award as an inspiration to create character awards for two characters from the book. Students will first brainstorm which characters should receive awards, using some included categories for inspiration. Then they will write out their awards, including the award title, the character receiving it, and what they are being recognized for.
Designed for fourth-, fifth-, and sixth-grade students, this worksheet encourages students to access their creativity while analyzing character development. If you want to take this activity further, encourage your students to create their own character awards for students in their class! 
For additional novel study resources, be sure to check out the full set of worksheets related to Wonder.
","{'brand': ['Fourth Grade', 'Fifth Grade', 'Sixth Grade'], 'subject': ['Reading & Writing', 'Reading', 'Writing', 'Fiction Writing', 'Reading Genres and Types', 'Reading Comprehension Strategies', 'Creative Writing', 'Novel Study', 'Summarizing', 'Summarizing Fiction Texts']}",/worksheet/article/novel-study-wonder-create-your-own-character-awards/,https://cdn.education.com/worksheet-image/3932853/study-create-character-awards-2024-01-29.gif
Leap Year Argument Writing Prompt #3: School Day or Day Away?,"Should students receive an extra day off during leap years? Invite students to practice their argumentative writing skills with this leap year-inspired writing prompt! Designed for sixth-, seventh-, and eighth-grade learners, this opinion-writing prompt will engage students as they explore and articulate their thoughts around the topic of whether or not schools should give students an extra day off when leap year rolls around. Writers will need to address the question, support their claim with relevant evidence and reasoning, and acknowledge different opinions and perspectives on the matter.
This nonfiction writing prompt can be used independently or alongside the other leap year-themed writing prompts in this series: Leap Year Argument Writing Prompt #1: February or Elsewhere? and Leap Year Argument Writing Prompt #2: Holiday or Ordinary Day? Looking for a rubric to accompany this prompt? Check out our 6th grade, 7th grade, or 8th grade standards-based argument writing rubrics.
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Seasonal', 'Spring', 'Nonfiction Writing', 'Argument Writing']}",/worksheet/article/leap-year-argument-writing-prompt-3-school-day-or-day-away/,https://cdn.education.com/worksheet-image/3931503/leap-year-argument-writing-prompt-2024-01-26.gif
Leap Year Argument Writing Prompt #2:  Holiday or Ordinary Day?,"Should we consider February 29th a holiday, or should it be treated as a regular day? Invite students to practice their argumentative writing skills with this leap year-inspired writing prompt! Designed for sixth-, seventh-, and eighth-grade learners, this opinion-writing prompt will engage students as they explore and articulate their thoughts around the topic of how the extra day in a leap year should be treated. Writers will need to address the question, support their claim with relevant evidence and reasoning, and acknowledge different opinions and perspectives on the matter.
This nonfiction writing prompt can be used independently or alongside the other leap year-themed writing prompts in this series: Leap Year Argument Writing Prompt #1: February or Elsewhere? and Leap Year Argument Writing Prompt #3: School Day or Day Away? Looking for a rubric to accompany this prompt? Check out our 6th grade, 7th grade, or 8th grade standards-based argument writing rubrics.
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Seasonal', 'Spring', 'Nonfiction Writing', 'Argument Writing']}",/worksheet/article/leap-year-argument-writing-prompt-2-holiday-or-ordinary-day/,https://cdn.education.com/worksheet-image/3931463/leap-year-argument-writing-prompt-2024-01-26.gif
